taxa	Garcia_Sl	Garcia_Se	Chen_Ha	
CAH0695440.1		100		
CAH0695440.1		100		
CAH0695440.1		100		
CAH0695440.1		100		
CAH0695440.1		100		
CAH0695440.1		100		
CAH0695440.1		100		
CAH0695440.1		100		
CAH0695440.1		100		
CAH0695440.1		100		
CAH0695440.1		100		
CAH0695440.1		100		
CAH0695440.1		100		
CAH0695440.1		100		
CAH0695440.1		100		
CAH0695440.1		100		
CAH0695440.1		100		
CAH0695440.1		100		
CAH0695440.1		100		
CAH0695440.1		100		
CAH0695440.1		100		
CAH0695440.1		100		
CAH0695440.1		100		
CAH0695440.1		100		
CAH0695440.1		100		
CAH0695440.1		100		
CAH0695440.1		100		
CAH0695440.1		100		
CAH0695440.1		100		
CAH0695440.1		100		
CAH0695440.1		100		
CAH0695440.1		100		
CAH0695440.1		100		
CAH0695440.1		100		
CAH0695440.1		100		
CAH0695440.1		100		
CAH0695440.1		100		
CAH0695440.1		100		
CAH0695440.1		100		
CAH0695440.1		100		
CAH0695440.1		100		
CAH0695440.1		100		
CAH0695440.1		100		
CAH0695440.1		100		
CAH0695440.1		100		
CAH0695440.1		100		
CAH0695440.1		100		
CAH0695440.1		100		
CAH0695440.1		100		
CAH0695440.1		100		
CAH0695440.1		100		
CAH0695440.1		100		
CAH0695440.1		100		
CAH0695440.1		100		
CAH0695440.1		100		
CAH0695440.1		100		
CAH0695440.1		100		
CAH0695440.1		100		
CAH0695440.1		100		
CAH0695440.1		100		
CAH0695440.1		100		
CAH0695440.1		100		
CAH0695440.1		100		
CAH0695440.1		100		
CAH0695440.1		100		
CAH0695440.1		100		
CAH0695440.1		100		
CAH0695440.1		100		
CAH0695440.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695432.1		100		
CAH0695430.1		100		
CAH0695432.1		100		
CAH0695430.1		100		
CAH0695432.1		100		
CAH0695430.1		100		
CAH0695432.1		100		
CAH0695430.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695434.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695432.1		100		
CAH0695430.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695447.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0698180.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695451.1		100		
CAH0695451.1		100		
CAH0695445.1		100		
CAH0695445.1		100		
CAH0695445.1		100		
CAH0695445.1		100		
CAH0695445.1		100		
CAH0695445.1		100		
CAH0695445.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0690269.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695451.1		100		
CAH0695451.1		100		
CAH0695451.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695423.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695423.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695442.1		100		
CAH0695441.1		100		
CAH0695443.1		100		
CAH0695445.1		100		
CAH0695446.1		100		
CAH0695445.1		100		
CAH0695445.1		100		
CAH0695446.1		100		
CAH0695446.1		100		
CAH0690318.1		100		
CAH0690318.1		100		
CAH0690318.1		100		
CAH0690318.1		100		
CAH0690318.1		100		
CAH0690318.1		100		
CAH0690318.1		100		
CAH0690318.1		100		
CAH0690318.1		100		
CAH0690318.1		100		
CAH0690318.1		100		
CAH0690319.1		100		
CAH0690319.1		100		
CAH0690318.1		100		
CAH0690319.1		100		
CAH0690319.1		100		
CAH0690319.1		100		
CAH0690319.1		100		
CAH0690319.1		100		
CAH0690319.1		100		
CAH0690319.1		100		
CAH0690319.1		100		
CAH0690319.1		100		
CAH0690319.1		100		
CAH0690319.1		100		
CAH0690319.1		100		
CAH0690319.1		100		
CAH0677513.1		100		
CAH0690319.1		100		
CAH0690319.1		100		
CAH0690319.1		100		
CAH0690319.1		100		
CAH0677513.1		100		
CAH0677513.1		100		
CAH0677513.1		100		
CAH0690319.1		100		
CAH0690318.1		100		
CAH0690318.1		100		
CAH0690318.1		100		
CAH0690318.1		100		
CAH0690318.1		100		
CAH0690318.1		100		
CAH0690318.1		100		
CAH0690318.1		100		
CAH0690318.1		100		
CAH0690319.1		100		
CAH0690318.1		100		
CAH0690318.1		100		
CAH0690318.1		100		
CAH0690318.1		100		
CAH0690318.1		100		
CAH0695941.1		100		
CAH0695942.1		100		
CAH0690318.1		100		
CAH0690318.1		100		
CAH0690318.1		100		
CAH0690318.1		100		
CAH0690318.1		100		
CAH0702703.1		100		
CAH0690318.1		100		
CAH0690318.1		100		
CAH0690318.1		100		
CAH0690318.1		100		
CAH0690318.1		100		
CAH0690318.1		100		
CAH0690318.1		100		
CAH0690318.1		100		
CAH0690318.1		100		
CAH0690318.1		100		
CAH0690318.1		100		
CAH0690318.1		100		
CAH0690319.1		100		
CAH0690318.1		100		
CAH0690318.1		100		
CAH0690318.1		100		
CAH0690318.1		100		
CAH0690318.1		100		
CAH0690318.1		100		
CAH0690318.1		100		
CAH0690318.1		100		
CAH0690318.1		100		
CAH0690318.1		100		
CAH0690318.1		100		
CAH0690318.1		100		
CAH0690318.1		100		
CAH0690318.1		100		
CAH0690318.1		100		
CAH0690318.1		100		
CAH0690318.1		100		
CAH0690318.1		100		
CAH0690318.1		100		
CAH0690318.1		100		
CAH0690318.1		100		
CAH0690318.1		100		
CAH0690318.1		100		
CAH0690318.1		100		
CAH0690318.1		100		
CAH0690318.1		100		
CAH0690318.1		100		
CAH0690318.1		100		
CAH0690318.1		100		
CAH0690318.1		100		
CAH0690318.1		100		
CAH0690318.1		100		
CAH0677511.1		100		
CAH0695424.1		100		
CAH0690318.1		100		
CAH0690318.1		100		
CAH0690318.1		100		
CAH0690318.1		100		
CAH0690318.1		100		
CAH0690318.1		100		
CAH0690318.1		100		
CAH0690318.1		100		
CAH0690318.1		100		
CAH0690318.1		100		
CAH0690318.1		100		
CAH0698535.1		100		
CAH0690318.1		100		
CAH0690318.1		100		
CAH0690318.1		100		
CAH0690318.1		100		
CAH0690318.1		100		
CAH0690318.1		100		
CAH0690318.1		100		
CAH0690318.1		100		
CAH0690318.1		100		
CAH0690318.1		100		
CAH0690318.1		100		
CAH0690318.1		100		
CAH0700924.1		100		
CAH0690318.1		100		
CAH0690318.1		100		
CAH0690318.1		100		
CAH0690318.1		100		
CAH0690318.1		100		
CAH0690318.1		100		
CAH0690318.1		100		
CAH0690318.1		100		
CAH0690318.1		100		
CAH0690318.1		100		
CAH0690318.1		100		
CAH0690318.1		100		
CAH0690318.1		100		
CAH0690318.1		100		
CAH0690318.1		100		
CAH0690318.1		100		
CAH0690318.1		100		
CAH0690318.1		100		
CAH0690318.1		100		
CAH0690318.1		100		
CAH0690318.1		100		
CAH0690318.1		100		
CAH0690318.1		100		
CAH0690318.1		100		
CAH0690318.1		100		
CAH0690318.1		100		
CAH0690318.1		100		
CAH0690318.1		100		
CAH0690318.1		100		
CAH0690318.1		100		
CAH0690318.1		100		
CAH0690318.1		100		
CAH0690318.1		100		
CAH0677509.1		100		
CAH0690321.1		100		
CAH0690321.1		100		
CAH0690321.1		100		
CAH0690321.1		100		
CAH0690321.1		100		
CAH0690321.1		100		
CAH0690321.1		100		
CAH0690321.1		100		
CAH0690321.1		100		
CAH0690321.1		100		
CAH0690321.1		100		
CAH0690321.1		100		
CAH0690321.1		100		
CAH0690321.1		100		
CAH0690321.1		100		
CAH0690321.1		100		
CAH0690321.1		100		
CAH0690321.1		100		
CAH0690321.1		100		
CAH0690321.1		100		
CAH0690321.1		100		
CAH0690321.1		100		
CAH0690321.1		100		
CAH0690321.1		100		
CAH0690321.1		100		
CAH0690321.1		100		
CAH0690321.1		100		
CAH0690321.1		100		
CAH0690321.1		100		
CAH0690321.1		100		
CAH0690321.1		100		
CAH0690321.1		100		
CAH0690321.1		100		
CAH0690321.1		100		
CAH0690321.1		100		
CAH0690321.1		100		
CAH0690321.1		100		
CAH0690321.1		100		
CAH0690321.1		100		
CAH0690321.1		100		
CAH0690321.1		100		
CAH0690321.1		100		
CAH0690321.1		100		
CAH0690320.1		100		
CAH0690320.1		100		
CAH0690320.1		100		
CAH0690320.1		100		
CAH0690320.1		100		
CAH0690320.1		100		
CAH0690320.1		100		
CAH0690320.1		100		
CAH0690320.1		100		
CAH0690320.1		100		
CAH0690320.1		100		
CAH0690320.1		100		
CAH0690320.1		100		
CAH0690320.1		100		
CAH0690320.1		100		
CAH0690320.1		100		
CAH0690320.1		100		
CAH0690320.1		100		
CAH0690320.1		100		
CAH0690320.1		100		
CAH0690320.1		100		
CAH0690320.1		100		
CAH0690320.1		100		
CAH0690320.1		100		
CAH0690320.1		100		
CAH0690320.1		100		
CAH0690320.1		100		
CAH0690320.1		100		
CAH0690320.1		100		
CAH0690320.1		100		
CAH0690320.1		100		
CAH0690320.1		100		
CAH0690320.1		100		
CAH0690320.1		100		
CAH0690320.1		100		
CAH0690320.1		100		
CAH0690320.1		100		
CAH0690320.1		100		
CAH0690320.1		100		
CAH0690320.1		100		
CAH0690320.1		100		
CAH0690320.1		100		
CAH0690320.1		100		
CAH0690320.1		100		
CAH0690320.1		100		
CAH0690320.1		100		
CAH0690320.1		100		
CAH0690320.1		100		
CAH0690320.1		100		
CAH0690320.1		100		
CAH0690320.1		100		
CAH0690320.1		100		
CAH0690320.1		100		
CAH0690320.1		100		
CAH0703043.1		100		
CAH0703043.1		100		
CAH0703043.1		100		
CAH0703043.1		100		
CAH0703043.1		100		
CAH0703043.1		100		
CAH0703043.1		100		
CAH0703043.1		100		
CAH0703043.1		100		
CAH0703043.1		100		
CAH0687694.1		100		
CAH0703043.1		100		
CAH0703043.1		100		
CAH0703043.1		100		
CAH0703043.1		100		
CAH0703043.1		100		
CAH0703043.1		100		
CAH0703043.1		100		
CAH0703043.1		100		
CAH0703043.1		100		
CAH0703043.1		100		
CAH0703043.1		100		
CAH0703043.1		100		
CAH0703043.1		100		
CAH0703043.1		100		
CAH0703043.1		100		
CAH0703043.1		100		
CAH0703043.1		100		
CAH0703043.1		100		
CAH0703043.1		100		
CAH0703043.1		100		
CAH0703043.1		100		
CAH0703043.1		100		
CAH0703043.1		100		
CAH0703043.1		100		
CAH0703043.1		100		
CAH0703043.1		100		
CAH0703043.1		100		
CAH0703043.1		100		
CAH0703043.1		100		
CAH0703043.1		100		
CAH0703043.1		100		
